iter	Logloss
466	0.2050691059
467	0.2049714467
468	0.2048663558
469	0.2047149974
470	0.2044790498
471	0.2043541198
472	0.2042292398
473	0.2041202595
474	0.2039303266
475	0.2038348676
476	0.2036495038
477	0.2034438758
478	0.2031726003
479	0.2030558807
480	0.2029344659
481	0.2028203168
482	0.202683988
483	0.2024706797
484	0.2023404162
485	0.2021787997
486	0.2020653012
487	0.2018844308
488	0.2017770537
489	0.2015855292
490	0.2014078016
491	0.2012724481
492	0.2011642066
493	0.2009894649
494	0.2008837336
495	0.2004915439
496	0.2003941947
497	0.2002555937
498	0.2001566787
499	0.2000742387
500	0.2000051859
501	0.1998693282
502	0.1997421437
503	0.1995851361
504	0.1994786488
505	0.1992465965
506	0.1991635023
507	0.1990582702
508	0.198952175
509	0.1988313201
510	0.1987107459
511	0.198549983
512	0.1983683547
513	0.1982198272
514	0.1980635247
515	0.1978713423
516	0.197786427
517	0.197649956
518	0.1975395098
519	0.1974228082
520	0.1973251897
521	0.197226479
522	0.1971339757
523	0.197027225
524	0.1968882943
525	0.1967295313
526	0.1965962054
527	0.196474281
528	0.1963385777
529	0.1961903964
530	0.1960650305
531	0.1959543694
532	0.1958705354
533	0.1957325134
534	0.1955940906
535	0.1955050358
536	0.1953675003
537	0.1952431207
538	0.1951416593
539	0.19485606
540	0.1947400771
541	0.194641402
542	0.1945270891
543	0.1943962114
544	0.1942914554
545	0.1941613359
546	0.1939831033
547	0.1938222891
548	0.1936708408
549	0.1935166773
550	0.1934324607
551	0.1932855025
552	0.1932247994
553	0.1931208912
554	0.1930018914
555	0.1928794289
556	0.1927511041
557	0.1926958182
558	0.1926185337
559	0.1925351124
560	0.1923512902
561	0.1922085469
562	0.1920470065
563	0.1919076709
564	0.1917532512
565	0.1915701263
566	0.191415391
567	0.1913114852
568	0.1912164349
569	0.1911380452
570	0.1909657438
571	0.1908777538
572	0.190724059
573	0.1904544592
574	0.1903255757
575	0.1901519951
576	0.1900727904
577	0.1899380508
578	0.1898343709
579	0.1897483834
580	0.1896634836
581	0.189580787
582	0.1894610243
583	0.1893445031
584	0.1892651321
585	0.1891396228
586	0.1890703158
587	0.1889508137
588	0.1888203443
589	0.1886721814
590	0.188623314
591	0.18845567
592	0.1883360332
593	0.1881921854
594	0.1881057321
595	0.187970622
596	0.1876393736
597	0.1875401083
598	0.1874262358
599	0.1873339482
600	0.1872492635
601	0.1871513656
602	0.1870338644
603	0.1869381414
604	0.1868009474
605	0.1866911962
606	0.1865957561
607	0.1864632403
608	0.1863125449
609	0.1861795969
610	0.1860677733
611	0.1859828927
612	0.1858721303
613	0.1857808447
614	0.1856778456
615	0.1854913884
616	0.1853646718
617	0.185265151
618	0.1851450242
619	0.1850587731
620	0.1849659217
621	0.1847862196
622	0.184707217
623	0.1845578571
624	0.1844242357
625	0.1843343015
626	0.1842583399
627	0.1841608769
628	0.1840074249
629	0.1838621088
630	0.183775922
631	0.1837213234
632	0.1836279119
633	0.1835265754
634	0.1834323016
635	0.1833620652
636	0.1832582827
637	0.1831850619
638	0.1830837789
639	0.1828948879
640	0.182808308
641	0.1827011857
642	0.1826102795
643	0.1825519295
644	0.182442542
645	0.1823586295
646	0.1822603921
647	0.1821597221
648	0.1820440217
649	0.1819567962
650	0.1818391116
651	0.1817659724
652	0.1816916816
653	0.1815713092
654	0.1814253246
655	0.1813558188
656	0.1812838967
657	0.1811570329
658	0.181078912
659	0.1810086037
660	0.1809201206
661	0.1807912707
662	0.1806860522
663	0.1806108734
664	0.1804990175
665	0.1802482721
666	0.1801610965
667	0.180034062
668	0.1799092538
669	0.1798456767
670	0.1797236159
671	0.1796039548
672	0.1794556667
673	0.1793462088
674	0.1792593953
675	0.1790814905
676	0.1790078845
677	0.1789234419
678	0.1788452222
679	0.1787815558
680	0.1787092431
681	0.1786025898
682	0.1785161965
683	0.1783558458
684	0.1782374629
685	0.178144253
686	0.1780525726
687	0.1779830594
688	0.1778660897
689	0.1777589158
690	0.1776549188
691	0.1775850683
692	0.1774273357
693	0.1773508493
694	0.1772848939
695	0.1771880592
696	0.1771163539
697	0.1770501536
698	0.1769863893
699	0.176857518
700	0.1767567884
701	0.1766502169
702	0.1765696319
703	0.1764459456
704	0.1763386639
705	0.1762589372
706	0.1761297015
707	0.1760519008
708	0.1759792947
709	0.1757790971
710	0.1757166438
711	0.1755511002
712	0.1754727326
713	0.1753211533
714	0.1752427108
715	0.1751407815
716	0.1750691947
717	0.1749973759
718	0.1749070746
719	0.1748324952
720	0.1747073665
721	0.1745931103
722	0.1745158006
723	0.1744639405
724	0.174328493
725	0.1742222906
726	0.1741666314
727	0.1740723486
728	0.1739634333
729	0.1738594292
730	0.1737594055
731	0.1736969969
732	0.1736152139
733	0.1735083237
734	0.1734464139
735	0.1733401146
736	0.1732344243
737	0.1731108379
738	0.1730054445
739	0.1729410434
740	0.1728740457
741	0.1727890067
742	0.1727226395
743	0.1726339033
744	0.1725769165
745	0.1725031845
746	0.1724151958
747	0.1723113897
748	0.1722593443
749	0.1721859224
750	0.1721180623
751	0.1720507979
752	0.1719606378
753	0.1718962318
754	0.1717759837
755	0.1716934668
756	0.1716220947
757	0.1715508871
758	0.1714226305
759	0.1712975183
760	0.1712223355
761	0.1711457554
762	0.1710342407
763	0.1709705171
764	0.1708621029
765	0.1707401436
766	0.1706775423
767	0.1706171133
768	0.1705331716
769	0.1704044302
770	0.1703093157
771	0.1702203216
772	0.170160856
773	0.1700730998
774	0.1700024662
775	0.1699322808
776	0.1698514364
777	0.1697517395
778	0.1696726756
779	0.1695348858
780	0.1694243666
781	0.1693464297
782	0.1692777779
783	0.1692368599
784	0.1691778654
785	0.1691118907
786	0.1690233513
787	0.1689477159
788	0.1688451865
789	0.1687836476
790	0.1687177208
791	0.1686137586
792	0.1685368371
793	0.1684445111
794	0.1683620357
795	0.1682738627
796	0.1681772148
797	0.1680747349
798	0.1679980162
799	0.1679073262
800	0.1678303846
801	0.167740193
802	0.1676730015
803	0.167608245
804	0.1675241307
805	0.1674482185
806	0.1673615019
807	0.1673125823
808	0.1671778365
809	0.167105762
810	0.1669885534
811	0.166889617
812	0.1668177594
813	0.166757607
814	0.1666670174
815	0.1666017689
816	0.1665484287
817	0.1664796866
818	0.1662684052
819	0.166231778
820	0.1661048051
821	0.1660102186
822	0.1659320109
823	0.1658607118
824	0.1657684059
825	0.1657283079
826	0.1656603459
827	0.1655862835
828	0.1655191276
829	0.165454566
830	0.1653556551
831	0.1652986684
832	0.1652052161
833	0.1651369862
834	0.1650572798
835	0.1649584916
836	0.164896729
837	0.164803954
838	0.1646759694
839	0.1645890277
840	0.1645100858
841	0.1644303303
842	0.1643590956
843	0.1642695368
844	0.1641498172
845	0.1640563089
846	0.1639968832
847	0.1639271896
848	0.1638092905
849	0.1637027836
850	0.1636193861
851	0.1635299319
852	0.1634701218
853	0.1633190582
854	0.1632348638
855	0.1631799144
856	0.1631235035
857	0.1630510024
858	0.1629975269
859	0.1629319005
860	0.1627867579
861	0.1627214164
862	0.1626579164
863	0.1625741227
864	0.1623627042
865	0.1622818034
866	0.1622027014
867	0.1620741706
868	0.161967627
869	0.1618526945
870	0.1617786556
871	0.1616988175
872	0.161626237
873	0.1614857025
874	0.16140808
875	0.1613164284
876	0.1612199521
877	0.1611373026
878	0.1610426311
879	0.1609823645
880	0.1608858622
881	0.1608413694
882	0.1607428917
883	0.1606858177
884	0.1605818063
885	0.1605051294
886	0.1604293226
887	0.1603425598
888	0.160260815
889	0.1601995739
890	0.1601302534
891	0.1600715353
892	0.1600110735
893	0.1599327767
894	0.1598587278
895	0.1598077052
896	0.1596623531
897	0.1596196894
898	0.1595699782
899	0.1595250776
900	0.1594608016
901	0.1593325153
902	0.1592557004
903	0.1591511642
904	0.1590978993
905	0.1589973006
906	0.1589069187
907	0.1588240766
908	0.1587480907
909	0.1586708711
910	0.1586080677
911	0.1585426328
912	0.1584315364
913	0.158364679
914	0.1582658076
915	0.158199914
916	0.1580145679
917	0.1579269228
918	0.1578530999
919	0.1577918853
920	0.1577025521
921	0.1576240297
922	0.1575116632
923	0.1573915379
924	0.1572909575
925	0.1571579283
926	0.1571088764
927	0.1570544979
928	0.1569918545
929	0.1569212244
930	0.1568162796
931	0.1567280439
932	0.1566899611
933	0.1566230121
934	0.1565756249
935	0.1565140819
936	0.1564359432
937	0.1563759196
938	0.1563126789
939	0.1562284162
940	0.156148797
941	0.1560873026
942	0.1559994359
943	0.1559413162
944	0.1558739734
945	0.1558152752
946	0.1557319693
947	0.1556392652
948	0.1555879385
949	0.1555426298
950	0.1554709282
951	0.1554077685
952	0.1553545156
953	0.1552921094
954	0.1551851543
955	0.1551082755
956	0.1549987127
957	0.1549147708
958	0.1548571421
959	0.1547996362
960	0.1547469251
961	0.154689554
962	0.1545744172
963	0.1545156054
964	0.1544521024
965	0.1543809461
966	0.1543119409
967	0.1542219405
968	0.1541729196
969	0.1540937498
970	0.1539883039
971	0.153942566
972	0.1538627939
973	0.153773705
974	0.1537419953
975	0.1536936608
976	0.1536194698
977	0.1535877611
978	0.1535149427
979	0.1534591276
980	0.153387587
981	0.1533359353
982	0.1532747238
983	0.1531942737
984	0.153102722
985	0.1529947254
986	0.1529264341
987	0.152860557
988	0.1527954763
989	0.1527446451
990	0.1526537635
991	0.1525726371
992	0.1525031436
993	0.1524523609
994	0.1523809293
995	0.1522593073
996	0.1520892674
997	0.1520084516
998	0.1519258893
999	0.1518158734
